1628035200,0.19633,0.20286,0.1949,0.20141,2212136.6903241635,533
1628121600,0.20145,0.20189,0.19475,0.20122,1839267.4047713806,1555
1628208000,0.20099,0.21169,0.19869,0.20451,4622099.827569473,2572
1628294400,0.2041,0.26272,0.20368,0.26145,16189027.184083845,5808
1628380800,0.262,0.28265,0.235,0.23917,9811248.29532737,4594
1628467200,0.24198,0.26726,0.23143,0.2564,10494398.142972663,2626
1628553600,0.25543,0.26287,0.24527,0.25697,4570780.768544432,1933
1628640000,0.25734,0.28241,0.25731,0.26562,7500031.196806283,3894
1628726400,0.26437,0.2945,0.25205,0.26592,11836115.867961796,5092
1628812800,0.26653,0.28715,0.26176,0.28706,4883959.117564202,1558
1628899200,0.28609,0.29841,0.27644,0.29346,6281370.118035099,2180
1628985600,0.29423,0.34924,0.28682,0.33965,9832112.235174052,3120
1629072000,0.33987,0.35125,0.31041,0.31934,11557919.879219314,3458
1629158400,0.31809,0.34007,0.29482,0.29729,9745796.439683482,2808
1629244800,0.30028,0.32496,0.27836,0.30342,7835759.949649409,2592
1629331200,0.30632,0.31917,0.29378,0.31703,5120313.65010094,1451
1629417600,0.31811,0.33442,0.31375,0.32745,3538286.46377156,1392
1629504000,0.32462,0.32912,0.3147,0.31673,4619680.370739996,1118
1629590400,0.31625,0.3212,0.30535,0.31453,4286967.868977968,930
1629676800,0.31615,0.32754,0.31309,0.31757,4971948.714293926,1341
1629763200,0.31766,0.31886,0.27624,0.28881,6538118.0774201965,2272
1629849600,0.28893,0.29676,0.28009,0.29336,3141339.9140094,1449
1629936000,0.29055,0.29583,0.26477,0.26833,3307667.2030993486,1761
1630022400,0.26817,0.29465,0.26527,0.29339,2204578.092023328,965
1630108800,0.29465,0.29897,0.28317,0.28454,763633.5452202095,566
1630195200,0.28691,0.29145,0.27704,0.28089,951850.7147422497,572
1630281600,0.28135,0.29,0.27011,0.27137,2451953.3735776013,851
1630368000,0.27121,0.2857,0.27,0.27821,2724339.6649738103,989
1630454400,0.27742,0.29474,0.27314,0.29408,3612620.2394493157,1092
1630540800,0.29478,0.30907,0.29253,0.2948,5754365.232943146,1842
1630627200,0.29541,0.3045,0.28725,0.29591,2566383.6520052203,1488
1630713600,0.29528,0.30836,0.2935,0.30001,2708212.2374452185,1051
1630800000,0.30019,0.31526,0.29636,0.31526,2844872.9759110813,879
1630886400,0.31436,0.31886,0.30013,0.30907,1911723.5125532048,1321
1630972800,0.31031,0.31092,0.212,0.25361,21628968.66781928,8073
1631059200,0.25594,0.26284,0.2344,0.25687,6206743.363428948,2094
1631145600,0.2585,0.25921,0.24892,0.25231,1721239.490961857,796
1631232000,0.2514,0.26129,0.23582,0.24011,3453862.152471315,1249
1631318400,0.24046,0.24766,0.23793,0.23941,583951.05304873,497
1631404800,0.24197,0.25489,0.239,0.25081,1298641.6528622804,676
1631491200,0.2516,0.25163,0.22863,0.23631,1925952.9650350716,1404
1631577600,0.23478,0.24139,0.23373,0.24007,904064.4220931487,607
1631664000,0.23933,0.24795,0.23912,0.24676,1023505.21517131,521
1631750400,0.2476,0.2476,0.23353,0.24224,2292965.114129701,1055
1631836800,0.24151,0.25944,0.23787,0.24046,2569888.1971270135,904
1631923200,0.23859,0.24716,0.23839,0.24108,782372.0434913803,224
1632009600,0.23991,0.24135,0.23122,0.23311,480725.40466008,211
1632096000,0.23296,0.23296,0.19914,0.20738,5500024.878566732,1170
1632182400,0.20871,0.2182,0.19787,0.20087,4069385.402496663,765
1632268800,0.20102,0.23,0.20019,0.2244,1942280.3818224568,696
1632355200,0.22432,0.22699,0.21785,0.22595,1671128.1195281204,427
1632441600,0.22511,0.22872,0.197,0.20918,3925257.867918158,890
1632528000,0.2107,0.21226,0.20456,0.20866,1007953.4054362802,263
1632614400,0.20823,0.20864,0.19439,0.20468,1370858.6388092695,393
1632700800,0.20654,0.20908,0.19995,0.19995,478013.4367486902,163
1632787200,0.19947,0.20246,0.19635,0.19635,699726.0842123597,194
1632873600,0.19633,0.204,0.19491,0.19842,794022.7246112894,218
1632960000,0.19893,0.2056,0.19864,0.20433,805517.2163347098,236
