1624060800,0.29211,0.29732,0.28595,0.28595,450177.38745474,345
1624147200,0.28438,0.28935,0.25608,0.28076,2989719.841677135,783
1624233600,0.27937,0.27937,0.16495,0.18048,16115929.875349103,2858
1624320000,0.18058,0.21685,0.16384,0.19064,18052203.070036788,2819
1624406400,0.18693,0.24841,0.18475,0.2354,11288611.572661202,2060
1624492800,0.23389,0.26849,0.22234,0.26261,4627615.78595728,1097
1624579200,0.26531,0.28894,0.22936,0.23797,9446994.032256654,2214
1624665600,0.23816,0.25503,0.23238,0.2446,3417452.0535375304,769
1624752000,0.24597,0.26666,0.24072,0.2637,1380966.9608671595,591
1624838400,0.26514,0.26604,0.25076,0.25691,2985733.9298374676,601
1624924800,0.25695,0.27497,0.25297,0.26301,1241491.6402308599,580
1625011200,0.26228,0.26244,0.23808,0.25377,3167138.2451988235,829
1625097600,0.25327,0.26127,0.23895,0.24489,3546003.634113074,1262
1625184000,0.24401,0.24935,0.23857,0.24555,1292784.5229420399,532
1625270400,0.24558,0.24985,0.24228,0.2463,281567.3174890701,243
1625356800,0.24576,0.25303,0.24362,0.24664,703537.7391632899,413
1625443200,0.2448,0.24584,0.22643,0.23189,2026456.3058072506,837
1625529600,0.23177,0.24214,0.22969,0.23395,1615098.3629666406,1140
1625616000,0.23336,0.2381,0.22097,0.22356,1179080.3460936302,1067
1625702400,0.22411,0.22411,0.20209,0.20717,1865810.763451707,789
1625788800,0.20615,0.22946,0.19554,0.22073,2944373.5836027707,1321
1625875200,0.22076,0.22747,0.21,0.21415,723335.8594376496,485
1625961600,0.21352,0.21852,0.2107,0.21586,250115.21155111,251
1626048000,0.21577,0.21852,0.20443,0.20813,1979505.9765419313,634
1626134400,0.20775,0.2084,0.19776,0.19974,1771402.3151547108,406
1626220800,0.19811,0.20439,0.1878,0.19615,1935479.1376656692,567
1626307200,0.19781,0.20066,0.18052,0.1852,1801389.9690384595,515
1626393600,0.18388,0.188,0.1715,0.17189,1827744.03351591,608
1626480000,0.17392,0.23619,0.16938,0.18707,8929983.756612608,3648
1626566400,0.18726,0.19583,0.18096,0.18261,1840818.113448082,544
1626652800,0.18161,0.18399,0.17077,0.17499,944816.5758857708,446
1626739200,0.17323,0.17962,0.16002,0.17039,5123706.314730163,1347
1626825600,0.17082,0.21355,0.16863,0.191,7433180.428961168,2434
1626912000,0.18958,0.19617,0.18648,0.1908,1290789.3858149007,583
1626998400,0.19101,0.19944,0.18336,0.19472,3416209.1853052094,714
1627084800,0.19502,0.20387,0.19159,0.19769,6406835.064595523,796
1627171200,0.19663,0.20011,0.19191,0.19789,1389310.7097887201,419
1627257600,0.19789,0.23415,0.19698,0.20435,9439943.59085512,2470
1627344000,0.20294,0.20933,0.19535,0.20336,2674849.815732417,824
1627430400,0.20584,0.21351,0.20202,0.20466,1946138.7084698903,831
1627516800,0.20481,0.2064,0.20067,0.2042,1479760.6175089001,620
1627603200,0.20496,0.21039,0.19625,0.20869,2433775.30342075,985
1627689600,0.20824,0.21399,0.20512,0.20746,2815393.544917985,853
1627776000,0.20749,0.21767,0.20141,0.20492,3888101.8478823225,1388
1627862400,0.20498,0.20972,0.202,0.20347,1239324.8888995408,300
1627948800,0.20275,0.20497,0.19337,0.1967,3235450.7384083304,700
