1592956800,44.45397,44.45397,41.9635,42.45233,519.74821981,32
1593043200,42.4426,42.78806,41.94122,42.10941,154.89393533,22
1593129600,41.09997,43.37947,41.09993,42.88165,153.50550184,31
1593216000,42.65948,42.67171,39.45787,40.87661,514.23223778,57
1593302400,41.01597,42.13738,40.8,41.88988,182.01664782,37
1593388800,41.30154,42.07494,40.89025,41.53387,142.63292125,44
1593475200,42.01244,42.01244,40.98221,41.35014,42.05076352,22
1593561600,41.1766,41.9244,40.98622,41.82876,125.71577624,21
1593648000,41.83409,41.83409,40.57543,40.97576,202.63979322,29
1593734400,41.24741,41.38805,41.16445,41.17122,90.79896705,21
1593820800,41.33739,41.99556,41.33739,41.94721,72.99410368,12
1593907200,41.43997,41.64933,41.0,41.64933,159.74711557,38
1593993600,41.73411,43.99,41.73411,43.75813,81.96948398,33
1594080000,43.68446,43.74191,43.11309,43.20919,356.57550545,55
1594166400,43.50489,45.47777,43.50489,45.47777,928.39546069,81
1594252800,44.5,45.48879,43.43499,43.43499,60.76625551,19
1594339200,44.39393,44.39617,43.79194,44.24512,109.95524427,17
1594425600,44.38298,44.39831,44.17855,44.39831,69.06720271,10
1594512000,44.14751,44.62983,43.60707,44.62983,117.18022247,22
1594598400,45.34679,45.34679,43.11005,43.61942,201.47335628,43
1594684800,43.2,43.89541,43.2,43.67343,202.62962055,9
1594771200,43.5,43.7,43.14291,43.7,371.86698067,24
1594857600,43.48239,43.4824,41.24406,41.91381,385.39817322,62
1594944000,42.18663,42.2055,41.92155,41.9563,20.22999993,13
1595030400,41.87926,42.72545,41.81007,42.50661,18.2320072,12
1595116800,42.53114,42.55169,42.1173,42.55169,118.71470614,15
1595203200,42.68113,42.68113,41.39998,41.79384,118.17634253,36
1595289600,43.0,44.0,43.0,43.70958,237.87476782,43
1595376000,43.737,45.07323,43.37772,45.07152,178.10601764,28
1595462400,45.10014,45.5102,44.74502,45.045,819.62943791,91
1595548800,44.53718,44.83482,44.06761,44.39216,473.15763447,50
1595635200,44.2288,49.52313,44.2288,49.05705,1808.15463815,121
1595721600,48.95813,50.23387,47.24093,48.30462,1140.23219704,141
1595808000,48.88089,62.0,47.0,53.51329,2361.34975077,285
1595894400,53.53861,57.87688,51.55608,54.99786,1332.23932099,207
1595980800,55.64885,56.5,54.93098,55.40417,1029.68576825,117
1596067200,55.0,58.24253,54.34276,57.09259,918.1575071,179
1596153600,57.01443,58.94477,55.7244,58.4405,289.35956808,66
1596240000,58.11549,62.0,56.65893,61.44809,1888.90751743,275
1596326400,60.78281,64.76999,54.7,57.04002,2249.48805847,285
1596412800,56.39914,59.98,55.95059,58.11999,1035.76150479,184
1596499200,58.85996,59.1354,56.48823,57.59486,667.41889472,118
1596585600,57.63847,59.47,57.24332,58.41001,1120.5606348,82
1596672000,58.63998,60.99999,57.75999,59.03415,1464.04644997,139
1596758400,58.97,60.44,54.7919,57.25128,1568.38832543,257
1596844800,57.23,58.36,57.19,58.26,306.30076147,67
1596931200,58.46001,58.46001,56.19314,56.80992,662.06188994,78
1597017600,57.48519,59.12,56.64032,57.88989,1208.4660815,117
1597104000,59.37,59.60001,52.49745,53.99,1419.09184959,283
1597190400,54.18774,55.60796,51.58421,54.56999,851.83737269,100
1597276800,55.1,57.13027,52.13123,56.59007,857.37080496,132
1597363200,57.27001,58.1,56.12,56.75841,1603.55577215,169
1597449600,57.74994,61.10504,56.85996,59.9956,1204.72931791,192
1597536000,59.28003,68.506,58.20154,68.506,1539.59059785,240
1597622400,62.84004,68.61839,61.46433,67.38983,3391.86072259,451
1597708800,67.68,68.34175,63.55324,65.28928,1879.06562881,265
1597795200,66.27021,66.28276,58.8534,61.96999,1798.40283025,351
1597881600,62.96997,63.30001,61.42,62.34,391.64673237,64
1597968000,62.91998,63.79017,59.08915,59.65003,1678.63969838,184
1598054400,58.77,60.52661,58.1,60.40002,655.44427011,86
1598140800,59.57874,61.5,58.42002,60.45,564.89757775,65
1598227200,61.34001,62.72437,61.0,62.01997,322.15282006,87
1598313600,61.56889,61.56889,57.02646,58.40999,1204.83979433,249
1598400000,58.16001,59.05,57.07,58.24,697.60804532,88
1598486400,58.44,59.05,54.09571,55.46938,1011.63767343,177
1598572800,56.78001,58.06998,56.61009,57.26,232.71506776,75
1598659200,57.34002,57.93957,57.13998,57.22,57.80450045,29
1598745600,58.35499,62.49923,57.90659,62.49923,512.8899829,111
1598832000,62.69999,62.88,60.58,60.75999,492.47762817,96
1598918400,60.92999,64.18001,59.87636,62.62813,1090.09476517,271
1599004800,62.84,63.11305,56.924,58.16,1522.14864375,252
1599091200,58.02999,58.37998,45.43191,47.89665,2466.41308018,329
1599177600,46.36612,51.98709,46.36612,50.8052,2129.13557241,352
1599264000,50.77189,50.77189,45.18007,47.56,953.48596875,166
1599350400,47.82,48.80998,46.96999,47.8653,304.45728738,55
1599436800,48.0,50.35714,45.51002,48.96644,946.65274564,90
1599523200,48.96,48.96,44.44681,47.33,1130.60579609,100
1599609600,47.44999,48.78,46.55,48.0,202.7682477,65
1599696000,48.66,49.31971,48.18,48.75896,565.46524059,72
1599782400,47.5,49.03583,47.5,48.96999,343.17397593,54
1599868800,48.97001,51.09999,48.47359,50.67,294.75186036,38
1599955200,50.6705,50.7,47.3497,48.06059,338.14176453,82
1600041600,47.67306,49.62501,47.67306,48.9894,1013.13358526,125
1600128000,48.97999,50.10999,48.24,48.24,590.62234062,95
1600214400,48.21,48.81198,47.24998,47.9461,1252.7096066,155
1600300800,48.88,49.41076,48.0,49.14001,381.02555942,71
1600387200,48.61,48.88,47.65,48.26,921.43645535,113
1600473600,48.24,48.85,48.1,48.41,442.81576195,60
